PA_CIDPRI,Goiás,Mato Grosso do Sul,Mato Grosso,Distrito Federal,Total Frequency
D234,1.0,1.0,0.0,0.0,2.0
S36,0.0,0.0,2.0,0.0,2.0
M084,2.0,0.0,0.0,0.0,2.0
F508,2.0,0.0,0.0,0.0,2.0
Y195,2.0,0.0,0.0,0.0,2.0
E309,0.0,0.0,1.0,1.0,2.0
D131,0.0,1.0,0.0,1.0,2.0
O72,0.0,0.0,2.0,0.0,2.0
S867,2.0,0.0,0.0,0.0,2.0
Z959,0.0,0.0,2.0,0.0,2.0
R012,2.0,0.0,0.0,0.0,2.0
A638,1.0,0.0,1.0,0.0,2.0
S418,0.0,1.0,1.0,0.0,2.0
S436,0.0,0.0,2.0,0.0,2.0
L14,0.0,1.0,1.0,0.0,2.0
Q63,0.0,0.0,2.0,0.0,2.0
L438,1.0,0.0,1.0,0.0,2.0
L048,2.0,0.0,0.0,0.0,2.0
C408,0.0,1.0,0.0,1.0,2.0
W069,2.0,0.0,0.0,0.0,2.0
D294,0.0,1.0,1.0,0.0,2.0
T263,0.0,0.0,2.0,0.0,2.0
R09,0.0,0.0,2.0,0.0,2.0
N138,2.0,0.0,0.0,0.0,2.0
J39,0.0,0.0,2.0,0.0,2.0
V811,2.0,0.0,0.0,0.0,2.0
E065,1.0,0.0,0.0,1.0,2.0
F25,0.0,0.0,2.0,0.0,2.0
S562,0.0,0.0,1.0,1.0,2.0
D097,2.0,0.0,0.0,0.0,2.0
J411,0.0,1.0,0.0,1.0,2.0
C14,0.0,0.0,2.0,0.0,2.0
D811,2.0,0.0,0.0,0.0,2.0
T191,0.0,0.0,2.0,0.0,2.0
A031,0.0,0.0,2.0,0.0,2.0
O813,2.0,0.0,0.0,0.0,2.0
Q251,1.0,1.0,0.0,0.0,2.0
Z043,0.0,0.0,1.0,1.0,2.0
T92,0.0,1.0,1.0,0.0,2.0
B966,2.0,0.0,0.0,0.0,2.0
C699,0.0,0.0,1.0,1.0,2.0
T34,0.0,1.0,0.0,1.0,2.0
H728,1.0,1.0,0.0,0.0,2.0
H93,0.0,0.0,1.0,1.0,2.0
R065,0.0,1.0,1.0,0.0,2.0
H179,0.0,1.0,0.0,1.0,2.0
W131,2.0,0.0,0.0,0.0,2.0
V494,1.0,1.0,0.0,0.0,2.0
Q676,2.0,0.0,0.0,0.0,2.0
M630,0.0,0.0,1.0,1.0,2.0
C772,1.0,0.0,0.0,1.0,2.0
N70,0.0,0.0,2.0,0.0,2.0
M074,1.0,1.0,0.0,0.0,2.0
I720,0.0,0.0,1.0,1.0,2.0
S210,0.0,1.0,1.0,0.0,2.0
K082,0.0,0.0,1.0,1.0,2.0
D461,2.0,0.0,0.0,0.0,2.0
I132,0.0,0.0,1.0,1.0,2.0
T09,0.0,0.0,1.0,1.0,2.0
A028,0.0,0.0,1.0,1.0,2.0
A440,2.0,0.0,0.0,0.0,2.0
B421,2.0,0.0,0.0,0.0,2.0
S14,0.0,0.0,1.0,1.0,2.0
X84,0.0,0.0,1.0,1.0,2.0
N762,2.0,0.0,0.0,0.0,2.0
O469,0.0,0.0,1.0,1.0,2.0
J338,0.0,0.0,1.0,1.0,2.0
B17,0.0,0.0,1.0,1.0,2.0
F180,2.0,0.0,0.0,0.0,2.0
S49,0.0,0.0,2.0,0.0,2.0
Z101,0.0,1.0,1.0,0.0,2.0
M831,0.0,0.0,2.0,0.0,2.0
Y090,0.0,0.0,1.0,1.0,2.0
F060,0.0,1.0,0.0,1.0,2.0
D175,1.0,0.0,0.0,1.0,2.0
T236,1.0,0.0,1.0,0.0,2.0
V480,0.0,0.0,2.0,0.0,2.0
Q321,0.0,0.0,1.0,1.0,2.0
S552,2.0,0.0,0.0,0.0,2.0
I771,0.0,1.0,0.0,1.0,2.0
B852,0.0,1.0,1.0,0.0,2.0
Z271,0.0,0.0,2.0,0.0,2.0
I319,2.0,0.0,0.0,0.0,2.0
E140,0.0,0.0,2.0,0.0,2.0
D013,0.0,0.0,2.0,0.0,2.0
A310,0.0,0.0,1.0,1.0,2.0
H170,0.0,0.0,1.0,1.0,2.0
W879,2.0,0.0,0.0,0.0,2.0
H111,0.0,0.0,2.0,0.0,2.0
D161,0.0,0.0,1.0,1.0,2.0
M839,0.0,0.0,2.0,0.0,2.0
V872,0.0,0.0,2.0,0.0,2.0
F408,0.0,0.0,1.0,1.0,2.0
O220,2.0,0.0,0.0,0.0,2.0
C841,1.0,0.0,0.0,1.0,2.0
N043,0.0,1.0,0.0,1.0,2.0
Q692,0.0,1.0,0.0,1.0,2.0
H901,2.0,0.0,0.0,0.0,2.0
T596,2.0,0.0,0.0,0.0,2.0
O990,2.0,0.0,0.0,0.0,2.0
X449,2.0,0.0,0.0,0.0,2.0
D291,2.0,0.0,0.0,0.0,2.0
D383,2.0,0.0,0.0,0.0,2.0
X859,2.0,0.0,0.0,0.0,2.0
O019,1.0,0.0,0.0,1.0,2.0
A319,2.0,0.0,0.0,0.0,2.0
V184,2.0,0.0,0.0,0.0,2.0
A568,2.0,0.0,0.0,0.0,2.0
N835,2.0,0.0,0.0,0.0,2.0
P911,2.0,0.0,0.0,0.0,2.0
W265,2.0,0.0,0.0,0.0,2.0
I352,2.0,0.0,0.0,0.0,2.0
D891,2.0,0.0,0.0,0.0,2.0
O339,2.0,0.0,0.0,0.0,2.0
C478,2.0,0.0,0.0,0.0,2.0
F301,1.0,0.0,1.0,0.0,2.0
W861,2.0,0.0,0.0,0.0,2.0
R49,2.0,0.0,0.0,0.0,2.0
L664,2.0,0.0,0.0,0.0,2.0
Y841,0.0,0.0,2.0,0.0,2.0
N510,0.0,1.0,1.0,0.0,2.0
I231,0.0,1.0,1.0,0.0,2.0
Q100,0.0,1.0,0.0,1.0,2.0
P229,0.0,1.0,0.0,1.0,2.0
I713,2.0,0.0,0.0,0.0,2.0
X932,2.0,0.0,0.0,0.0,2.0
C474,0.0,0.0,1.0,1.0,2.0
Z632,0.0,1.0,0.0,1.0,2.0
R253,0.0,1.0,0.0,1.0,2.0
F152,2.0,0.0,0.0,0.0,2.0
T91,0.0,0.0,1.0,1.0,2.0
Q220,0.0,1.0,0.0,1.0,2.0
L510,2.0,0.0,0.0,0.0,2.0
T498,2.0,0.0,0.0,0.0,2.0
C84,2.0,0.0,0.0,0.0,2.0
I330,1.0,1.0,0.0,0.0,2.0
C318,0.0,0.0,2.0,0.0,2.0
M71,2.0,0.0,0.0,0.0,2.0
T132,1.0,1.0,0.0,0.0,2.0
C74,2.0,0.0,0.0,0.0,2.0
L680,2.0,0.0,0.0,0.0,2.0
I34,2.0,0.0,0.0,0.0,2.0
O06,1.0,1.0,0.0,0.0,2.0
L23,1.0,1.0,0.0,0.0,2.0
T854,1.0,0.0,0.0,1.0,2.0
D339,2.0,0.0,0.0,0.0,2.0
T842,2.0,0.0,0.0,0.0,2.0
T518,2.0,0.0,0.0,0.0,2.0
C048,1.0,0.0,1.0,0.0,2.0
W037,2.0,0.0,0.0,0.0,2.0
P034,2.0,0.0,0.0,0.0,2.0
C542,2.0,0.0,0.0,0.0,2.0
T369,2.0,0.0,0.0,0.0,2.0
L552,2.0,0.0,0.0,0.0,2.0
O703,2.0,0.0,0.0,0.0,2.0
G23,2.0,0.0,0.0,0.0,2.0
A311,2.0,0.0,0.0,0.0,2.0
C03,2.0,0.0,0.0,0.0,2.0
P91,2.0,0.0,0.0,0.0,2.0
Q962,2.0,0.0,0.0,0.0,2.0
D370,2.0,0.0,0.0,0.0,2.0
H446,2.0,0.0,0.0,0.0,2.0
G509,1.0,1.0,0.0,0.0,2.0
T959,2.0,0.0,0.0,0.0,2.0
K273,2.0,0.0,0.0,0.0,2.0
P500,2.0,0.0,0.0,0.0,2.0
E21,2.0,0.0,0.0,0.0,2.0
E211,2.0,0.0,0.0,0.0,2.0
S762,2.0,0.0,0.0,0.0,2.0
W088,2.0,0.0,0.0,0.0,2.0
A500,2.0,0.0,0.0,0.0,2.0
B538,2.0,0.0,0.0,0.0,2.0
M952,0.0,0.0,2.0,0.0,2.0
B374,1.0,1.0,0.0,0.0,2.0
K767,0.0,0.0,2.0,0.0,2.0
S33,0.0,0.0,2.0,0.0,2.0
Y600,2.0,0.0,0.0,0.0,2.0
Z93,0.0,0.0,2.0,0.0,2.0
Q351,2.0,0.0,0.0,0.0,2.0
X93,0.0,0.0,2.0,0.0,2.0
D437,0.0,0.0,2.0,0.0,2.0
K38,0.0,0.0,2.0,0.0,2.0
Z64,0.0,0.0,2.0,0.0,2.0
R233,0.0,1.0,1.0,0.0,2.0
S341,2.0,0.0,0.0,0.0,2.0
T902,0.0,1.0,1.0,0.0,2.0
C914,0.0,1.0,1.0,0.0,2.0
V019,2.0,0.0,0.0,0.0,2.0
W148,0.0,0.0,2.0,0.0,2.0
I340,1.0,0.0,1.0,0.0,2.0
L43,0.0,0.0,1.0,1.0,2.0
V021,0.0,0.0,2.0,0.0,2.0
G598,0.0,0.0,2.0,0.0,2.0
M498,0.0,0.0,2.0,0.0,2.0
Q234,0.0,0.0,2.0,0.0,2.0
L573,2.0,0.0,0.0,0.0,2.0
T923,2.0,0.0,0.0,0.0,2.0
N824,2.0,0.0,0.0,0.0,2.0
M462,0.0,0.0,2.0,0.0,2.0
Z031,1.0,1.0,0.0,0.0,2.0
Z361,0.0,0.0,2.0,0.0,2.0
B372,2.0,0.0,0.0,0.0,2.0
R391,0.0,0.0,2.0,0.0,2.0
D433,0.0,0.0,2.0,0.0,2.0
D30,2.0,0.0,0.0,0.0,2.0
L818,2.0,0.0,0.0,0.0,2.0
J981,2.0,0.0,0.0,0.0,2.0
O83,0.0,0.0,2.0,0.0,2.0
Z103,0.0,0.0,2.0,0.0,2.0
F901,1.0,0.0,1.0,0.0,2.0
E64,1.0,0.0,1.0,0.0,2.0
Z03,0.0,1.0,1.0,0.0,2.0
M990,0.0,0.0,2.0,0.0,2.0
I792,2.0,0.0,0.0,0.0,2.0
Z45,0.0,0.0,2.0,0.0,2.0
I456,2.0,0.0,0.0,0.0,2.0
D302,0.0,0.0,2.0,0.0,2.0
S199,0.0,0.0,2.0,0.0,2.0
M964,0.0,0.0,1.0,1.0,2.0
K90,0.0,0.0,2.0,0.0,2.0
D573,2.0,0.0,0.0,0.0,2.0
N915,0.0,0.0,2.0,0.0,2.0
I308,0.0,1.0,0.0,1.0,2.0
L120,2.0,0.0,0.0,0.0,2.0
W015,0.0,1.0,1.0,0.0,2.0
A167,0.0,0.0,2.0,0.0,2.0
P210,0.0,0.0,1.0,1.0,2.0
E895,2.0,0.0,0.0,0.0,2.0
K048,0.0,0.0,2.0,0.0,2.0
S357,2.0,0.0,0.0,0.0,2.0
W144,0.0,0.0,2.0,0.0,2.0
F44,0.0,0.0,2.0,0.0,2.0
O11,0.0,0.0,1.0,1.0,2.0
R930,0.0,1.0,1.0,0.0,2.0
E85,0.0,0.0,2.0,0.0,2.0
T751,0.0,1.0,0.0,1.0,2.0
H162,0.0,1.0,1.0,0.0,2.0
W26,0.0,0.0,2.0,0.0,2.0
I631,0.0,0.0,2.0,0.0,2.0
M104,0.0,0.0,1.0,1.0,2.0
V200,0.0,1.0,1.0,0.0,2.0
G21,2.0,0.0,0.0,0.0,2.0
K45,0.0,0.0,2.0,0.0,2.0
L949,0.0,1.0,1.0,0.0,2.0
S74,2.0,0.0,0.0,0.0,2.0
I011,0.0,1.0,0.0,1.0,2.0
S96,0.0,0.0,2.0,0.0,2.0
S275,0.0,0.0,2.0,0.0,2.0
M112,0.0,0.0,2.0,0.0,2.0
L131,0.0,0.0,0.0,2.0,2.0
T192,2.0,0.0,0.0,0.0,2.0
C001,0.0,0.0,0.0,2.0,2.0
R610,2.0,0.0,0.0,0.0,2.0
C750,0.0,0.0,0.0,2.0,2.0
K622,0.0,0.0,0.0,2.0,2.0
Z604,0.0,0.0,0.0,2.0,2.0
Z553,0.0,0.0,0.0,2.0,2.0
D501,0.0,0.0,0.0,2.0,2.0
K22,1.0,0.0,1.0,0.0,2.0
O358,2.0,0.0,0.0,0.0,2.0
I495,0.0,0.0,0.0,2.0,2.0
Q99,2.0,0.0,0.0,0.0,2.0
A011,0.0,0.0,0.0,2.0,2.0
Q724,0.0,0.0,0.0,2.0,2.0
D237,1.0,0.0,0.0,1.0,2.0
K224,0.0,0.0,0.0,2.0,2.0
Q625,0.0,0.0,0.0,2.0,2.0
L815,2.0,0.0,0.0,0.0,2.0
I952,1.0,1.0,0.0,0.0,2.0
B059,1.0,1.0,0.0,0.0,2.0
C451,0.0,0.0,0.0,2.0,2.0
X900,1.0,1.0,0.0,0.0,2.0
Q773,0.0,0.0,0.0,2.0,2.0
Z353,2.0,0.0,0.0,0.0,2.0
D562,0.0,0.0,0.0,2.0,2.0
Z087,0.0,0.0,0.0,2.0,2.0
N151,1.0,1.0,0.0,0.0,2.0
F519,0.0,0.0,0.0,2.0,2.0
D599,0.0,0.0,0.0,2.0,2.0
T412,2.0,0.0,0.0,0.0,2.0
H151,0.0,0.0,0.0,2.0,2.0
T223,2.0,0.0,0.0,0.0,2.0
M181,1.0,1.0,0.0,0.0,2.0
X480,2.0,0.0,0.0,0.0,2.0
G465,0.0,0.0,0.0,2.0,2.0
B900,2.0,0.0,0.0,0.0,2.0
I08,2.0,0.0,0.0,0.0,2.0
D379,2.0,0.0,0.0,0.0,2.0
D553,2.0,0.0,0.0,0.0,2.0
D181,0.0,0.0,0.0,2.0,2.0
J986,1.0,0.0,0.0,1.0,2.0
R98,2.0,0.0,0.0,0.0,2.0
O020,1.0,1.0,0.0,0.0,2.0
M247,1.0,0.0,0.0,1.0,2.0
I152,2.0,0.0,0.0,0.0,2.0
C75,0.0,0.0,0.0,2.0,2.0
N994,1.0,0.0,1.0,0.0,2.0
V880,2.0,0.0,0.0,0.0,2.0
N831,1.0,0.0,1.0,0.0,2.0
M889,0.0,0.0,0.0,2.0,2.0
I80,1.0,0.0,1.0,0.0,2.0
C902,1.0,0.0,0.0,1.0,2.0
F538,2.0,0.0,0.0,0.0,2.0
H252,0.0,0.0,0.0,2.0,2.0
K091,0.0,0.0,0.0,2.0,2.0
W875,0.0,0.0,0.0,2.0,2.0
Q130,0.0,0.0,0.0,2.0,2.0
D738,0.0,0.0,0.0,2.0,2.0
M838,1.0,1.0,0.0,0.0,2.0
S967,2.0,0.0,0.0,0.0,2.0
E214,0.0,0.0,0.0,2.0,2.0
S970,1.0,1.0,0.0,0.0,2.0
J33,1.0,0.0,1.0,0.0,2.0
K31,1.0,0.0,1.0,0.0,2.0
O229,0.0,2.0,0.0,0.0,2.0
K720,0.0,2.0,0.0,0.0,2.0
M204,0.0,0.0,0.0,2.0,2.0
Y913,0.0,0.0,0.0,2.0,2.0
Z200,0.0,2.0,0.0,0.0,2.0
R227,1.0,0.0,0.0,1.0,2.0
Q068,0.0,2.0,0.0,0.0,2.0
K255,1.0,0.0,0.0,1.0,2.0
F309,0.0,0.0,0.0,2.0,2.0
W740,0.0,2.0,0.0,0.0,2.0
Y008,0.0,2.0,0.0,0.0,2.0
M891,0.0,0.0,0.0,2.0,2.0
N271,0.0,2.0,0.0,0.0,2.0
M495,0.0,0.0,0.0,2.0,2.0
C111,1.0,0.0,0.0,1.0,2.0
Q789,0.0,0.0,0.0,2.0,2.0
K05,0.0,0.0,0.0,2.0,2.0
Q648,0.0,0.0,0.0,2.0,2.0
B465,0.0,0.0,0.0,2.0,2.0
I131,2.0,0.0,0.0,0.0,2.0
T294,1.0,1.0,0.0,0.0,2.0
D102,1.0,0.0,0.0,1.0,2.0
H494,0.0,0.0,0.0,2.0,2.0
Z384,0.0,0.0,0.0,2.0,2.0
D105,1.0,0.0,1.0,0.0,2.0
S140,1.0,0.0,1.0,0.0,2.0
M151,0.0,0.0,0.0,2.0,2.0
H598,2.0,0.0,0.0,0.0,2.0
Y846,0.0,0.0,0.0,2.0,2.0
K092,1.0,0.0,0.0,1.0,2.0
H838,0.0,0.0,0.0,2.0,2.0
G99,0.0,0.0,0.0,2.0,2.0
S444,0.0,0.0,0.0,2.0,2.0
Q781,0.0,0.0,0.0,2.0,2.0
D80,0.0,0.0,0.0,2.0,2.0
Q713,0.0,0.0,0.0,2.0,2.0
H471,0.0,0.0,0.0,2.0,2.0
Z305,1.0,0.0,1.0,0.0,2.0
C476,2.0,0.0,0.0,0.0,2.0
R960,2.0,0.0,0.0,0.0,2.0
H431,0.0,0.0,0.0,2.0,2.0
P030,0.0,2.0,0.0,0.0,2.0
N422,2.0,0.0,0.0,0.0,2.0
W181,2.0,0.0,0.0,0.0,2.0
Q25,2.0,0.0,0.0,0.0,2.0
M32,2.0,0.0,0.0,0.0,2.0
L272,2.0,0.0,0.0,0.0,2.0
M21,2.0,0.0,0.0,0.0,2.0
W440,1.0,1.0,0.0,0.0,2.0
P375,2.0,0.0,0.0,0.0,2.0
K23,2.0,0.0,0.0,0.0,2.0
C471,1.0,0.0,0.0,1.0,2.0
A507,2.0,0.0,0.0,0.0,2.0
Z725,1.0,0.0,0.0,1.0,2.0
O267,2.0,0.0,0.0,0.0,2.0
L118,2.0,0.0,0.0,0.0,2.0
B189,1.0,1.0,0.0,0.0,2.0
T818,1.0,0.0,0.0,1.0,2.0
F98,1.0,0.0,1.0,0.0,2.0
S107,1.0,0.0,1.0,0.0,2.0
J672,2.0,0.0,0.0,0.0,2.0
A020,1.0,0.0,0.0,1.0,2.0
Z732,2.0,0.0,0.0,0.0,2.0
L731,2.0,0.0,0.0,0.0,2.0
N08,2.0,0.0,0.0,0.0,2.0
O10,1.0,0.0,1.0,0.0,2.0
T672,1.0,0.0,1.0,0.0,2.0
F780,1.0,1.0,0.0,0.0,2.0
B209,1.0,1.0,0.0,0.0,2.0
N71,1.0,0.0,1.0,0.0,2.0
F34,1.0,1.0,0.0,0.0,2.0
C46,1.0,0.0,1.0,0.0,2.0
R908,1.0,0.0,0.0,1.0,2.0
Z980,1.0,0.0,0.0,1.0,2.0
X442,2.0,0.0,0.0,0.0,2.0
Q96,1.0,0.0,1.0,0.0,2.0
F911,1.0,1.0,0.0,0.0,2.0
I61,1.0,0.0,1.0,0.0,2.0
I62,1.0,0.0,0.0,1.0,2.0
R23,1.0,0.0,1.0,0.0,2.0
B552,1.0,0.0,1.0,0.0,2.0
V190,1.0,1.0,0.0,0.0,2.0
T29,1.0,0.0,0.0,1.0,2.0
B410,1.0,1.0,0.0,0.0,2.0
D022,2.0,0.0,0.0,0.0,2.0
F509,1.0,0.0,1.0,0.0,2.0
D593,2.0,0.0,0.0,0.0,2.0
E55,2.0,0.0,0.0,0.0,2.0
M24,1.0,0.0,0.0,1.0,2.0
T50,1.0,0.0,1.0,0.0,2.0
T13,1.0,0.0,1.0,0.0,2.0
F452,1.0,0.0,1.0,0.0,2.0
F480,1.0,0.0,1.0,0.0,2.0
L83,2.0,0.0,0.0,0.0,2.0
H701,2.0,0.0,0.0,0.0,2.0
K744,2.0,0.0,0.0,0.0,2.0
H698,2.0,0.0,0.0,0.0,2.0
D044,2.0,0.0,0.0,0.0,2.0
R730,2.0,0.0,0.0,0.0,2.0
M731,2.0,0.0,0.0,0.0,2.0
Q278,0.0,0.0,0.0,2.0,2.0
A850,2.0,0.0,0.0,0.0,2.0
K134,0.0,0.0,0.0,2.0,2.0
C103,1.0,0.0,1.0,0.0,2.0
Q045,2.0,0.0,0.0,0.0,2.0
G736,0.0,0.0,0.0,2.0,2.0
Q641,0.0,0.0,0.0,2.0,2.0
L661,2.0,0.0,0.0,0.0,2.0
A505,2.0,0.0,0.0,0.0,2.0
M77,2.0,0.0,0.0,0.0,2.0
N891,0.0,0.0,0.0,2.0,2.0
Q809,1.0,1.0,0.0,0.0,2.0
E859,0.0,0.0,0.0,2.0,2.0
Y069,0.0,0.0,0.0,2.0,2.0
Z658,0.0,0.0,0.0,2.0,2.0
Z04,2.0,0.0,0.0,0.0,2.0
X841,2.0,0.0,0.0,0.0,2.0
B874,2.0,0.0,0.0,0.0,2.0
Q684,0.0,0.0,0.0,2.0,2.0
I650,2.0,0.0,0.0,0.0,2.0
D582,1.0,0.0,0.0,1.0,2.0
H045,1.0,1.0,0.0,0.0,2.0
K75,1.0,0.0,1.0,0.0,2.0
S373,1.0,0.0,1.0,0.0,2.0
I52,2.0,0.0,0.0,0.0,2.0
F171,1.0,0.0,0.0,1.0,2.0
N838,2.0,0.0,0.0,0.0,2.0
D190,1.0,0.0,0.0,1.0,2.0
A041,2.0,0.0,0.0,0.0,2.0
Q774,2.0,0.0,0.0,0.0,2.0
O718,1.0,0.0,1.0,0.0,2.0
S197,1.0,1.0,0.0,0.0,2.0
K56,2.0,0.0,0.0,0.0,2.0
H504,2.0,0.0,0.0,0.0,2.0
Y91,2.0,0.0,0.0,0.0,2.0
Y041,2.0,0.0,0.0,0.0,2.0
D860,1.0,1.0,0.0,0.0,2.0
F170,1.0,1.0,0.0,0.0,2.0
G048,1.0,0.0,1.0,0.0,2.0
L511,1.0,0.0,0.0,1.0,2.0
R454,2.0,0.0,0.0,0.0,2.0
C081,1.0,0.0,1.0,0.0,2.0
N500,0.0,0.0,0.0,2.0,2.0
M673,2.0,0.0,0.0,0.0,2.0
Q208,1.0,0.0,1.0,0.0,2.0
T211,2.0,0.0,0.0,0.0,2.0
R892,0.0,2.0,0.0,0.0,2.0
D442,2.0,0.0,0.0,0.0,2.0
B352,0.0,2.0,0.0,0.0,2.0
R200,0.0,2.0,0.0,0.0,2.0
T889,0.0,2.0,0.0,0.0,2.0
Z709,0.0,2.0,0.0,0.0,2.0
A163,0.0,0.0,0.0,2.0,2.0
B779,0.0,2.0,0.0,0.0,2.0
B389,0.0,2.0,0.0,0.0,2.0
E876,0.0,2.0,0.0,0.0,2.0
H180,0.0,2.0,0.0,0.0,2.0
D23,1.0,0.0,1.0,0.0,2.0
T928,0.0,2.0,0.0,0.0,2.0
H440,0.0,0.0,0.0,2.0,2.0
S684,0.0,2.0,0.0,0.0,2.0
T910,0.0,2.0,0.0,0.0,2.0
Y69,0.0,2.0,0.0,0.0,2.0
C915,0.0,2.0,0.0,0.0,2.0
K284,2.0,0.0,0.0,0.0,2.0
L878,0.0,2.0,0.0,0.0,2.0
F162,0.0,2.0,0.0,0.0,2.0
Q761,0.0,0.0,0.0,2.0,2.0
B008,0.0,2.0,0.0,0.0,2.0
F144,2.0,0.0,0.0,0.0,2.0
M05,2.0,0.0,0.0,0.0,2.0
M896,0.0,2.0,0.0,0.0,2.0
I370,2.0,0.0,0.0,0.0,2.0
H499,0.0,2.0,0.0,0.0,2.0
V322,0.0,2.0,0.0,0.0,2.0
X213,2.0,0.0,0.0,0.0,2.0
F639,0.0,2.0,0.0,0.0,2.0
R90,0.0,2.0,0.0,0.0,2.0
P831,0.0,2.0,0.0,0.0,2.0
Q445,0.0,2.0,0.0,0.0,2.0
Z530,0.0,2.0,0.0,0.0,2.0
T029,0.0,2.0,0.0,0.0,2.0
V879,0.0,2.0,0.0,0.0,2.0
I651,0.0,2.0,0.0,0.0,2.0
K704,0.0,2.0,0.0,0.0,2.0
C512,0.0,2.0,0.0,0.0,2.0
A819,0.0,2.0,0.0,0.0,2.0
S290,0.0,2.0,0.0,0.0,2.0
I675,0.0,2.0,0.0,0.0,2.0
N485,0.0,2.0,0.0,0.0,2.0
M931,0.0,0.0,0.0,2.0,2.0
M061,0.0,2.0,0.0,0.0,2.0
L580,0.0,2.0,0.0,0.0,2.0
J041,1.0,0.0,0.0,1.0,2.0
A548,1.0,1.0,0.0,0.0,2.0
I23,2.0,0.0,0.0,0.0,2.0
A858,0.0,2.0,0.0,0.0,2.0
M018,1.0,1.0,0.0,0.0,2.0
X621,0.0,0.0,0.0,2.0,2.0
Q361,0.0,2.0,0.0,0.0,2.0
E070,0.0,2.0,0.0,0.0,2.0
Q950,0.0,2.0,0.0,0.0,2.0
N829,0.0,2.0,0.0,0.0,2.0
H018,0.0,0.0,0.0,2.0,2.0
J182,0.0,2.0,0.0,0.0,2.0
E130,0.0,2.0,0.0,0.0,2.0
T635,2.0,0.0,0.0,0.0,2.0
I672,1.0,0.0,1.0,0.0,2.0
A151,2.0,0.0,0.0,0.0,2.0
B419,2.0,0.0,0.0,0.0,2.0
D841,0.0,2.0,0.0,0.0,2.0
N330,0.0,2.0,0.0,0.0,2.0
T791,0.0,2.0,0.0,0.0,2.0
X21,0.0,2.0,0.0,0.0,2.0
G452,0.0,2.0,0.0,0.0,2.0
E320,0.0,2.0,0.0,0.0,2.0
I412,0.0,2.0,0.0,0.0,2.0
S18,0.0,2.0,0.0,0.0,2.0
M610,0.0,2.0,0.0,0.0,2.0
M438,0.0,2.0,0.0,0.0,2.0
Z54,0.0,2.0,0.0,0.0,2.0
K285,0.0,2.0,0.0,0.0,2.0
Z70,0.0,2.0,0.0,0.0,2.0
E291,1.0,0.0,0.0,1.0,2.0
Y602,1.0,1.0,0.0,0.0,2.0
P080,0.0,0.0,0.0,2.0,2.0
N290,0.0,2.0,0.0,0.0,2.0
L663,2.0,0.0,0.0,0.0,2.0
K271,0.0,2.0,0.0,0.0,2.0
Q279,0.0,0.0,0.0,2.0,2.0
T112,2.0,0.0,0.0,0.0,2.0
N039,0.0,2.0,0.0,0.0,2.0
N280,0.0,2.0,0.0,0.0,2.0
D303,0.0,2.0,0.0,0.0,2.0
Z724,0.0,2.0,0.0,0.0,2.0
Q250,0.0,2.0,0.0,0.0,2.0
D595,0.0,2.0,0.0,0.0,2.0
K054,1.0,0.0,1.0,0.0,2.0
D071,1.0,1.0,0.0,0.0,2.0
V232,0.0,2.0,0.0,0.0,2.0
R81,0.0,1.0,1.0,0.0,2.0
R29,0.0,1.0,1.0,0.0,2.0
P741,0.0,1.0,1.0,0.0,2.0
R43,0.0,2.0,0.0,0.0,2.0
D061,0.0,0.0,0.0,2.0,2.0
L505,0.0,2.0,0.0,0.0,2.0
H183,0.0,2.0,0.0,0.0,2.0
Q121,0.0,0.0,0.0,2.0,2.0
S390,0.0,2.0,0.0,0.0,2.0
A542,2.0,0.0,0.0,0.0,2.0
O044,0.0,0.0,0.0,2.0,2.0
E708,2.0,0.0,0.0,0.0,2.0
H472,0.0,0.0,0.0,2.0,2.0
A021,0.0,0.0,0.0,2.0,2.0
H161,0.0,0.0,0.0,2.0,2.0
L598,0.0,2.0,0.0,0.0,2.0
E273,0.0,0.0,0.0,2.0,2.0
O864,1.0,0.0,0.0,1.0,2.0
I320,2.0,0.0,0.0,0.0,2.0
T862,0.0,0.0,0.0,2.0,2.0
R261,0.0,0.0,0.0,2.0,2.0
Z542,0.0,0.0,0.0,2.0,2.0
M76,1.0,0.0,0.0,1.0,2.0
Q433,0.0,0.0,0.0,2.0,2.0
R098,0.0,2.0,0.0,0.0,2.0
N392,0.0,2.0,0.0,0.0,2.0
H210,0.0,0.0,0.0,2.0,2.0
L270,0.0,2.0,0.0,0.0,2.0
V99,0.0,0.0,0.0,2.0,2.0
A811,0.0,1.0,0.0,1.0,2.0
N842,0.0,1.0,1.0,0.0,2.0
A071,1.0,1.0,0.0,0.0,2.0
D760,1.0,0.0,0.0,1.0,2.0
Q718,0.0,1.0,0.0,1.0,2.0
T500,1.0,1.0,0.0,0.0,2.0
G259,2.0,0.0,0.0,0.0,2.0
C722,2.0,0.0,0.0,0.0,2.0
V791,0.0,0.0,0.0,2.0,2.0
B680,0.0,2.0,0.0,0.0,2.0
K869,0.0,2.0,0.0,0.0,2.0
V390,0.0,1.0,1.0,0.0,2.0
S563,2.0,0.0,0.0,0.0,2.0
Q212,1.0,1.0,0.0,0.0,2.0
A959,0.0,0.0,0.0,2.0,2.0
E738,2.0,0.0,0.0,0.0,2.0
Q302,0.0,2.0,0.0,0.0,2.0
Z974,1.0,0.0,1.0,0.0,2.0
L741,0.0,2.0,0.0,0.0,2.0
