PA_CIDPRI,Goiás,Mato Grosso do Sul,Mato Grosso,Distrito Federal,Total Frequency
S421,27.0,7.0,2.0,8.0,44.0
C25,23.0,2.0,2.0,17.0,44.0
R571,36.0,2.0,2.0,4.0,44.0
K231,8.0,22.0,0.0,14.0,44.0
A085,18.0,2.0,0.0,24.0,44.0
R12,17.0,6.0,18.0,3.0,44.0
T743,0.0,0.0,0.0,44.0,44.0
B309,20.0,8.0,1.0,14.0,43.0
M844,19.0,11.0,6.0,7.0,43.0
S789,8.0,8.0,27.0,0.0,43.0
Z608,0.0,0.0,0.0,43.0,43.0
D251,12.0,15.0,6.0,10.0,43.0
K579,18.0,10.0,3.0,12.0,43.0
S669,13.0,13.0,17.0,0.0,43.0
I469,32.0,1.0,1.0,9.0,43.0
A047,0.0,0.0,0.0,43.0,43.0
F119,0.0,12.0,2.0,29.0,43.0
M480,7.0,12.0,8.0,16.0,43.0
T159,15.0,22.0,5.0,1.0,43.0
M174,6.0,12.0,25.0,0.0,43.0
F445,31.0,1.0,2.0,9.0,43.0
J988,21.0,3.0,18.0,1.0,43.0
H918,1.0,42.0,0.0,0.0,43.0
T793,15.0,21.0,7.0,0.0,43.0
K610,18.0,8.0,11.0,6.0,43.0
S93,20.0,1.0,14.0,7.0,42.0
J108,2.0,28.0,2.0,10.0,42.0
H308,23.0,5.0,6.0,8.0,42.0
C490,21.0,3.0,4.0,14.0,42.0
T405,5.0,2.0,1.0,34.0,42.0
F140,15.0,3.0,0.0,24.0,42.0
H605,7.0,3.0,3.0,29.0,42.0
R07,15.0,3.0,24.0,0.0,42.0
S98,42.0,0.0,0.0,0.0,42.0
R56,12.0,7.0,22.0,1.0,42.0
F920,1.0,1.0,37.0,3.0,42.0
R500,12.0,18.0,0.0,12.0,42.0
M769,18.0,11.0,11.0,2.0,42.0
L910,36.0,2.0,2.0,2.0,42.0
Q070,1.0,0.0,11.0,30.0,42.0
M861,35.0,2.0,3.0,2.0,42.0
C71,21.0,6.0,3.0,12.0,42.0
Q742,1.0,0.0,1.0,40.0,42.0
M125,34.0,5.0,3.0,0.0,42.0
I629,34.0,5.0,3.0,0.0,42.0
S922,26.0,10.0,6.0,0.0,42.0
S211,37.0,1.0,0.0,4.0,42.0
S711,21.0,8.0,3.0,10.0,42.0
I800,1.0,1.0,0.0,40.0,42.0
D61,0.0,2.0,40.0,0.0,42.0
C629,18.0,8.0,11.0,5.0,42.0
Z002,33.0,7.0,2.0,0.0,42.0
C49,30.0,2.0,4.0,6.0,42.0
C54,36.0,0.0,2.0,4.0,42.0
D57,2.0,0.0,38.0,2.0,42.0
B972,5.0,0.0,31.0,6.0,42.0
D481,16.0,6.0,4.0,16.0,42.0
S313,30.0,8.0,2.0,1.0,41.0
M215,17.0,0.0,16.0,8.0,41.0
Z76,29.0,1.0,11.0,0.0,41.0
J210,21.0,7.0,1.0,12.0,41.0
N768,30.0,5.0,3.0,3.0,41.0
D440,12.0,15.0,13.0,1.0,41.0
F19,0.0,2.0,39.0,0.0,41.0
U049,29.0,0.0,12.0,0.0,41.0
J40,6.0,25.0,3.0,7.0,41.0
C210,14.0,10.0,3.0,14.0,41.0
A510,28.0,3.0,1.0,9.0,41.0
W011,35.0,0.0,6.0,0.0,41.0
G219,1.0,1.0,14.0,25.0,41.0
Z501,36.0,0.0,0.0,5.0,41.0
E058,39.0,0.0,1.0,1.0,41.0
O623,32.0,3.0,3.0,3.0,41.0
D229,15.0,4.0,0.0,22.0,41.0
C260,3.0,9.0,15.0,14.0,41.0
C840,33.0,0.0,6.0,2.0,41.0
Q680,7.0,0.0,10.0,24.0,41.0
S428,33.0,4.0,4.0,0.0,41.0
I229,35.0,5.0,0.0,0.0,40.0
S978,5.0,2.0,32.0,1.0,40.0
K132,3.0,13.0,2.0,22.0,40.0
B432,15.0,0.0,2.0,23.0,40.0
T922,8.0,1.0,0.0,31.0,40.0
W060,32.0,0.0,5.0,3.0,40.0
N995,0.0,0.0,40.0,0.0,40.0
I479,32.0,2.0,3.0,3.0,40.0
G553,22.0,4.0,14.0,0.0,40.0
H433,7.0,0.0,0.0,33.0,40.0
G373,11.0,0.0,18.0,11.0,40.0
G910,9.0,17.0,14.0,0.0,40.0
J939,11.0,8.0,21.0,0.0,40.0
O821,33.0,0.0,0.0,7.0,40.0
D069,5.0,9.0,17.0,9.0,40.0
N133,20.0,5.0,6.0,9.0,40.0
Q750,3.0,0.0,36.0,1.0,40.0
E049,20.0,3.0,0.0,16.0,39.0
O249,30.0,1.0,7.0,1.0,39.0
L984,18.0,13.0,2.0,6.0,39.0
T009,2.0,5.0,2.0,30.0,39.0
E148,26.0,0.0,1.0,12.0,39.0
G628,7.0,12.0,13.0,7.0,39.0
N342,17.0,3.0,7.0,12.0,39.0
H52,0.0,3.0,1.0,35.0,39.0
R02,29.0,6.0,2.0,2.0,39.0
H25,1.0,3.0,8.0,27.0,39.0
T222,1.0,0.0,5.0,33.0,39.0
G571,30.0,1.0,2.0,6.0,39.0
L401,20.0,8.0,6.0,5.0,39.0
S701,8.0,1.0,27.0,3.0,39.0
L298,22.0,1.0,1.0,15.0,39.0
N926,17.0,6.0,10.0,6.0,39.0
Z719,8.0,0.0,28.0,3.0,39.0
N958,38.0,0.0,0.0,1.0,39.0
K76,6.0,2.0,28.0,3.0,39.0
T935,5.0,8.0,23.0,3.0,39.0
Q728,0.0,0.0,0.0,39.0,39.0
Z40,39.0,0.0,0.0,0.0,39.0
K011,3.0,0.0,1.0,34.0,38.0
F122,4.0,2.0,32.0,0.0,38.0
P143,3.0,6.0,7.0,22.0,38.0
S014,4.0,11.0,6.0,17.0,38.0
R92,4.0,1.0,31.0,2.0,38.0
Z120,0.0,0.0,1.0,37.0,38.0
Q650,1.0,0.0,6.0,31.0,38.0
S682,11.0,13.0,14.0,0.0,38.0
K023,6.0,0.0,1.0,31.0,38.0
K052,14.0,1.0,17.0,6.0,38.0
N925,36.0,0.0,2.0,0.0,38.0
D177,22.0,1.0,14.0,1.0,38.0
S410,30.0,7.0,1.0,0.0,38.0
R86,38.0,0.0,0.0,0.0,38.0
T841,25.0,0.0,12.0,1.0,38.0
P059,36.0,0.0,0.0,2.0,38.0
C10,19.0,8.0,1.0,10.0,38.0
C842,14.0,2.0,2.0,20.0,38.0
E851,14.0,4.0,0.0,20.0,38.0
S300,26.0,0.0,6.0,6.0,38.0
J44,27.0,0.0,11.0,0.0,38.0
Q828,23.0,2.0,2.0,11.0,38.0
S270,29.0,4.0,4.0,0.0,37.0
C439,13.0,5.0,9.0,10.0,37.0
G433,16.0,1.0,3.0,17.0,37.0
G558,0.0,4.0,33.0,0.0,37.0
I498,28.0,2.0,0.0,7.0,37.0
N87,32.0,0.0,2.0,3.0,37.0
M432,0.0,2.0,31.0,4.0,37.0
C15,32.0,2.0,0.0,3.0,37.0
H547,32.0,0.0,0.0,5.0,37.0
S325,13.0,11.0,13.0,0.0,37.0
M801,12.0,20.0,5.0,0.0,37.0
O008,34.0,2.0,0.0,1.0,37.0
C844,13.0,4.0,7.0,13.0,37.0
S40,0.0,1.0,36.0,0.0,37.0
N132,27.0,6.0,3.0,1.0,37.0
S662,22.0,12.0,3.0,0.0,37.0
T130,25.0,7.0,1.0,4.0,37.0
F729,9.0,21.0,0.0,7.0,37.0
S837,18.0,12.0,6.0,1.0,37.0
B269,18.0,4.0,7.0,8.0,37.0
H40,8.0,15.0,1.0,13.0,37.0
S81,6.0,8.0,22.0,1.0,37.0
Z46,19.0,0.0,18.0,0.0,37.0
C859,4.0,6.0,4.0,23.0,37.0
C162,25.0,1.0,2.0,9.0,37.0
R629,1.0,36.0,0.0,0.0,37.0
S680,34.0,2.0,1.0,0.0,37.0
E282,29.0,0.0,6.0,1.0,36.0
D126,7.0,10.0,0.0,19.0,36.0
S012,16.0,10.0,3.0,7.0,36.0
Z392,34.0,1.0,1.0,0.0,36.0
R296,33.0,2.0,1.0,0.0,36.0
M775,6.0,15.0,15.0,0.0,36.0
R634,0.0,9.0,1.0,26.0,36.0
R471,12.0,0.0,2.0,22.0,36.0
D103,7.0,22.0,3.0,4.0,36.0
M85,22.0,1.0,13.0,0.0,36.0
H158,1.0,0.0,0.0,35.0,36.0
N920,14.0,4.0,2.0,16.0,36.0
T181,22.0,3.0,3.0,8.0,36.0
M405,9.0,0.0,15.0,12.0,36.0
D171,25.0,4.0,1.0,6.0,36.0
S509,18.0,15.0,0.0,3.0,36.0
C22,21.0,2.0,3.0,10.0,36.0
R011,31.0,1.0,4.0,0.0,36.0
J028,30.0,0.0,0.0,6.0,36.0
C924,6.0,13.0,10.0,7.0,36.0
H000,8.0,15.0,5.0,8.0,36.0
L404,21.0,12.0,2.0,1.0,36.0
Q052,8.0,18.0,5.0,5.0,36.0
M620,20.0,12.0,4.0,0.0,36.0
K430,25.0,4.0,6.0,1.0,36.0
K020,1.0,0.0,0.0,35.0,36.0
B330,4.0,0.0,0.0,32.0,36.0
K20,14.0,4.0,1.0,17.0,36.0
G001,36.0,0.0,0.0,0.0,36.0
M500,13.0,3.0,16.0,4.0,36.0
M868,5.0,2.0,20.0,9.0,36.0
F059,20.0,10.0,0.0,6.0,36.0
I714,8.0,14.0,0.0,13.0,35.0
N645,14.0,4.0,15.0,2.0,35.0
H301,8.0,8.0,3.0,16.0,35.0
F319,25.0,3.0,7.0,0.0,35.0
J12,1.0,0.0,34.0,0.0,35.0
M19,19.0,2.0,3.0,11.0,35.0
W130,13.0,21.0,1.0,0.0,35.0
Q878,21.0,6.0,6.0,2.0,35.0
C119,10.0,17.0,4.0,4.0,35.0
R60,28.0,5.0,2.0,0.0,35.0
F845,20.0,6.0,0.0,9.0,35.0
N049,13.0,5.0,5.0,12.0,35.0
S397,30.0,5.0,0.0,0.0,35.0
G542,14.0,1.0,20.0,0.0,35.0
N912,21.0,0.0,9.0,5.0,35.0
C780,22.0,0.0,1.0,12.0,35.0
N341,18.0,7.0,7.0,3.0,35.0
J18,12.0,0.0,22.0,1.0,35.0
I958,26.0,0.0,0.0,9.0,35.0
J949,0.0,28.0,5.0,2.0,35.0
C793,10.0,5.0,6.0,14.0,35.0
A530,0.0,0.0,0.0,35.0,35.0
O064,33.0,0.0,1.0,1.0,35.0
L208,29.0,1.0,2.0,3.0,35.0
A560,34.0,0.0,1.0,0.0,35.0
S02,4.0,0.0,31.0,0.0,35.0
G119,7.0,14.0,3.0,11.0,35.0
J359,29.0,0.0,5.0,1.0,35.0
I840,30.0,4.0,0.0,1.0,35.0
W179,13.0,16.0,5.0,1.0,35.0
C857,7.0,6.0,4.0,18.0,35.0
K458,27.0,2.0,0.0,6.0,35.0
K639,6.0,7.0,20.0,2.0,35.0
D801,6.0,2.0,2.0,25.0,35.0
I671,15.0,5.0,1.0,14.0,35.0
C161,11.0,1.0,16.0,7.0,35.0
K818,30.0,0.0,3.0,2.0,35.0
M879,11.0,1.0,4.0,19.0,35.0
Q353,10.0,25.0,0.0,0.0,35.0
N883,31.0,0.0,0.0,3.0,34.0
F101,19.0,4.0,5.0,6.0,34.0
T921,8.0,0.0,0.0,26.0,34.0
I470,30.0,3.0,1.0,0.0,34.0
M100,17.0,3.0,4.0,10.0,34.0
M200,16.0,6.0,9.0,3.0,34.0
M354,8.0,12.0,14.0,0.0,34.0
V28,5.0,7.0,22.0,0.0,34.0
G30,22.0,0.0,9.0,3.0,34.0
C321,18.0,11.0,5.0,0.0,34.0
N62,16.0,4.0,8.0,6.0,34.0
R03,1.0,0.0,33.0,0.0,34.0
G470,18.0,4.0,5.0,7.0,34.0
C762,6.0,2.0,19.0,7.0,34.0
Q850,6.0,6.0,0.0,22.0,34.0
K400,27.0,5.0,2.0,0.0,34.0
C181,4.0,4.0,23.0,3.0,34.0
C925,23.0,3.0,0.0,8.0,34.0
Q870,23.0,0.0,0.0,11.0,34.0
J040,10.0,8.0,4.0,12.0,34.0
H113,13.0,10.0,6.0,5.0,34.0
J120,22.0,10.0,2.0,0.0,34.0
Q784,0.0,0.0,0.0,34.0,34.0
Q667,0.0,0.0,3.0,30.0,33.0
E146,26.0,0.0,3.0,4.0,33.0
N61,10.0,5.0,11.0,7.0,33.0
S321,15.0,11.0,7.0,0.0,33.0
T190,18.0,3.0,6.0,6.0,33.0
I638,4.0,10.0,9.0,10.0,33.0
O418,28.0,0.0,2.0,3.0,33.0
G80,25.0,6.0,2.0,0.0,33.0
V289,22.0,2.0,6.0,3.0,33.0
S028,18.0,8.0,7.0,0.0,33.0
F33,1.0,3.0,29.0,0.0,33.0
S808,10.0,19.0,1.0,3.0,33.0
M059,4.0,2.0,1.0,26.0,33.0
M341,5.0,2.0,0.0,26.0,33.0
J21,0.0,0.0,33.0,0.0,33.0
Z549,5.0,25.0,0.0,3.0,33.0
J948,31.0,0.0,0.0,2.0,33.0
J188,23.0,5.0,1.0,4.0,33.0
M16,6.0,1.0,17.0,9.0,33.0
O244,18.0,3.0,6.0,6.0,33.0
I15,3.0,0.0,24.0,6.0,33.0
M679,7.0,0.0,21.0,5.0,33.0
M940,11.0,6.0,3.0,13.0,33.0
C76,1.0,3.0,26.0,3.0,33.0
C839,10.0,6.0,8.0,9.0,33.0
N771,18.0,5.0,10.0,0.0,33.0
G22,3.0,8.0,3.0,19.0,33.0
G578,21.0,4.0,6.0,2.0,33.0
F810,9.0,3.0,18.0,2.0,32.0
Z896,0.0,0.0,0.0,32.0,32.0
V093,11.0,20.0,1.0,0.0,32.0
M701,4.0,2.0,7.0,19.0,32.0
R01,30.0,0.0,2.0,0.0,32.0
E113,16.0,5.0,11.0,0.0,32.0
S710,30.0,2.0,0.0,0.0,32.0
E882,25.0,0.0,2.0,5.0,32.0
H403,15.0,3.0,13.0,1.0,32.0
F603,10.0,6.0,6.0,10.0,32.0
N481,4.0,8.0,14.0,6.0,32.0
F413,0.0,8.0,9.0,15.0,32.0
F431,12.0,6.0,14.0,0.0,32.0
M87,2.0,3.0,1.0,26.0,32.0
M958,1.0,3.0,28.0,0.0,32.0
J991,0.0,32.0,0.0,0.0,32.0
N840,12.0,0.0,5.0,15.0,32.0
D759,2.0,14.0,1.0,15.0,32.0
R490,26.0,4.0,0.0,2.0,32.0
M705,11.0,6.0,14.0,1.0,32.0
K650,17.0,3.0,2.0,10.0,32.0
C01,10.0,7.0,3.0,12.0,32.0
M539,17.0,0.0,14.0,1.0,32.0
V234,18.0,14.0,0.0,0.0,32.0
I212,28.0,1.0,2.0,1.0,32.0
F71,15.0,4.0,13.0,0.0,32.0
S633,3.0,0.0,0.0,29.0,32.0
D75,0.0,0.0,32.0,0.0,32.0
H001,12.0,6.0,7.0,7.0,32.0
Z572,8.0,1.0,10.0,13.0,32.0
Q779,0.0,0.0,0.0,32.0,32.0
P95,29.0,0.0,2.0,0.0,31.0
S510,10.0,11.0,0.0,10.0,31.0
E114,22.0,5.0,4.0,0.0,31.0
Y280,27.0,2.0,0.0,2.0,31.0
W100,29.0,0.0,1.0,1.0,31.0
P599,13.0,2.0,4.0,12.0,31.0
C222,1.0,0.0,1.0,29.0,31.0
S670,10.0,15.0,6.0,0.0,31.0
L01,0.0,0.0,31.0,0.0,31.0
K028,28.0,0.0,0.0,3.0,31.0
R251,11.0,1.0,7.0,12.0,31.0
A519,22.0,0.0,0.0,9.0,31.0
B572,28.0,0.0,1.0,2.0,31.0
B379,16.0,4.0,3.0,8.0,31.0
S91,10.0,11.0,9.0,1.0,31.0
D630,26.0,2.0,3.0,0.0,31.0
I609,15.0,5.0,0.0,11.0,31.0
D480,14.0,1.0,10.0,6.0,31.0
G918,4.0,14.0,13.0,0.0,31.0
I00,14.0,5.0,1.0,11.0,31.0
F909,8.0,22.0,1.0,0.0,31.0
C827,18.0,11.0,0.0,2.0,31.0
Y199,24.0,4.0,3.0,0.0,31.0
M712,5.0,1.0,3.0,22.0,31.0
C837,5.0,17.0,2.0,7.0,31.0
G450,22.0,1.0,8.0,0.0,31.0
I098,0.0,0.0,0.0,31.0,31.0
R22,14.0,2.0,12.0,3.0,31.0
M925,0.0,3.0,2.0,26.0,31.0
G110,21.0,4.0,6.0,0.0,31.0
G576,3.0,7.0,2.0,19.0,31.0
M858,13.0,0.0,17.0,1.0,31.0
C445,17.0,2.0,0.0,12.0,31.0
D830,14.0,4.0,4.0,9.0,31.0
D619,0.0,10.0,6.0,15.0,31.0
S635,12.0,11.0,6.0,2.0,31.0
G834,8.0,0.0,0.0,23.0,31.0
N130,17.0,6.0,3.0,4.0,30.0
Z468,19.0,6.0,4.0,1.0,30.0
M231,1.0,21.0,2.0,6.0,30.0
W870,30.0,0.0,0.0,0.0,30.0
F072,26.0,0.0,4.0,0.0,30.0
C446,14.0,4.0,0.0,12.0,30.0
M330,8.0,3.0,7.0,12.0,30.0
O731,10.0,0.0,11.0,9.0,30.0
I252,5.0,14.0,2.0,9.0,30.0
A038,0.0,30.0,0.0,0.0,30.0
L409,19.0,1.0,0.0,10.0,30.0
S017,26.0,1.0,1.0,2.0,30.0
G711,12.0,4.0,0.0,14.0,30.0
L50,1.0,0.0,29.0,0.0,30.0
E35,7.0,1.0,22.0,0.0,30.0
M159,9.0,2.0,17.0,2.0,30.0
S097,2.0,23.0,3.0,2.0,30.0
Z432,2.0,1.0,0.0,27.0,30.0
T099,3.0,26.0,1.0,0.0,30.0
C150,10.0,4.0,0.0,16.0,30.0
J438,27.0,2.0,1.0,0.0,30.0
V239,19.0,7.0,1.0,3.0,30.0
M172,13.0,1.0,16.0,0.0,30.0
K14,29.0,0.0,1.0,0.0,30.0
O300,30.0,0.0,0.0,0.0,30.0
C32,18.0,6.0,4.0,2.0,30.0
K562,0.0,1.0,0.0,29.0,30.0
M942,8.0,9.0,6.0,7.0,30.0
I050,10.0,17.0,0.0,3.0,30.0
K870,29.0,1.0,0.0,0.0,30.0
G952,0.0,15.0,13.0,2.0,30.0
I738,6.0,12.0,10.0,1.0,29.0
W18,15.0,6.0,8.0,0.0,29.0
A010,8.0,0.0,0.0,21.0,29.0
A514,4.0,1.0,3.0,21.0,29.0
D34,10.0,0.0,5.0,14.0,29.0
Q663,0.0,4.0,0.0,25.0,29.0
O321,8.0,17.0,0.0,4.0,29.0
F980,17.0,5.0,7.0,0.0,29.0
G569,4.0,8.0,4.0,13.0,29.0
R54,15.0,11.0,3.0,0.0,29.0
T098,7.0,5.0,0.0,17.0,29.0
N228,12.0,0.0,5.0,12.0,29.0
S408,16.0,10.0,0.0,3.0,29.0
R223,1.0,2.0,0.0,26.0,29.0
S061,11.0,6.0,12.0,0.0,29.0
T849,13.0,13.0,3.0,0.0,29.0
N10,5.0,12.0,1.0,11.0,29.0
A64,11.0,12.0,5.0,1.0,29.0
K621,6.0,9.0,9.0,5.0,29.0
O039,13.0,5.0,0.0,11.0,29.0
I214,23.0,5.0,0.0,1.0,29.0
D179,3.0,0.0,1.0,25.0,29.0
Q039,7.0,3.0,17.0,2.0,29.0
E86,16.0,6.0,0.0,7.0,29.0
H534,10.0,0.0,1.0,18.0,29.0
O109,26.0,2.0,1.0,0.0,29.0
M809,2.0,0.0,2.0,25.0,29.0
R456,11.0,0.0,1.0,16.0,28.0
M814,19.0,3.0,3.0,3.0,28.0
I619,1.0,3.0,2.0,22.0,28.0
R161,21.0,1.0,3.0,3.0,28.0
J348,17.0,2.0,3.0,6.0,28.0
R066,14.0,1.0,7.0,6.0,28.0
S322,18.0,5.0,3.0,2.0,28.0
J410,9.0,18.0,1.0,0.0,28.0
T519,21.0,1.0,0.0,6.0,28.0
G008,26.0,0.0,1.0,1.0,28.0
M202,8.0,0.0,6.0,14.0,28.0
D400,24.0,0.0,0.0,4.0,28.0
G250,1.0,1.0,11.0,15.0,28.0
I288,28.0,0.0,0.0,0.0,28.0
J300,2.0,26.0,0.0,0.0,28.0
F142,13.0,1.0,14.0,0.0,28.0
N250,5.0,16.0,5.0,2.0,28.0
M664,6.0,1.0,21.0,0.0,28.0
J36,8.0,11.0,8.0,1.0,28.0
P948,1.0,12.0,15.0,0.0,28.0
V224,27.0,1.0,0.0,0.0,28.0
D463,24.0,1.0,0.0,3.0,28.0
K317,1.0,7.0,5.0,15.0,28.0
F009,6.0,18.0,0.0,3.0,27.0
M926,0.0,0.0,0.0,27.0,27.0
Y289,14.0,2.0,2.0,9.0,27.0
M25,16.0,0.0,4.0,7.0,27.0
A513,7.0,1.0,0.0,19.0,27.0
S817,24.0,1.0,2.0,0.0,27.0
Q831,5.0,3.0,19.0,0.0,27.0
M339,23.0,0.0,1.0,3.0,27.0
G950,3.0,0.0,0.0,24.0,27.0
K083,5.0,0.0,13.0,9.0,27.0
M014,27.0,0.0,0.0,0.0,27.0
K828,18.0,3.0,0.0,6.0,27.0
N19,9.0,5.0,8.0,5.0,27.0
D48,22.0,1.0,3.0,1.0,27.0
S519,16.0,9.0,1.0,1.0,27.0
C770,21.0,2.0,0.0,4.0,27.0
M415,0.0,0.0,22.0,5.0,27.0
C491,18.0,0.0,3.0,6.0,27.0
Z30,0.0,23.0,1.0,3.0,27.0
F430,14.0,3.0,2.0,8.0,27.0
T202,3.0,4.0,8.0,12.0,27.0
M86,2.0,0.0,4.0,21.0,27.0
S636,10.0,10.0,6.0,1.0,27.0
K036,20.0,0.0,1.0,6.0,27.0
K12,2.0,3.0,13.0,9.0,27.0
T172,12.0,7.0,5.0,3.0,27.0
R067,0.0,0.0,27.0,0.0,27.0
M154,2.0,1.0,21.0,3.0,27.0
C170,13.0,4.0,2.0,8.0,27.0
O471,20.0,0.0,2.0,5.0,27.0
M192,10.0,0.0,10.0,7.0,27.0
J91,0.0,17.0,6.0,4.0,27.0
J709,0.0,17.0,9.0,0.0,26.0
N92,2.0,7.0,14.0,3.0,26.0
Z548,5.0,0.0,0.0,21.0,26.0
M538,9.0,0.0,17.0,0.0,26.0
W19,4.0,0.0,22.0,0.0,26.0
F808,19.0,5.0,2.0,0.0,26.0
I279,2.0,0.0,4.0,20.0,26.0
D24,2.0,3.0,13.0,8.0,26.0
C498,1.0,4.0,2.0,19.0,26.0
T754,22.0,1.0,2.0,1.0,26.0
K122,7.0,6.0,7.0,6.0,26.0
L25,2.0,20.0,4.0,0.0,26.0
Q999,8.0,6.0,0.0,12.0,26.0
M243,6.0,2.0,18.0,0.0,26.0
L814,26.0,0.0,0.0,0.0,26.0
F939,0.0,1.0,25.0,0.0,26.0
Z364,26.0,0.0,0.0,0.0,26.0
M702,16.0,8.0,1.0,1.0,26.0
S203,15.0,4.0,3.0,4.0,26.0
C90,17.0,1.0,3.0,5.0,26.0
I260,11.0,13.0,1.0,1.0,26.0
G443,19.0,0.0,5.0,2.0,26.0
D223,23.0,0.0,0.0,3.0,26.0
N609,4.0,11.0,1.0,10.0,26.0
N96,21.0,3.0,2.0,0.0,26.0
C67,16.0,5.0,3.0,2.0,26.0
S832,17.0,3.0,3.0,3.0,26.0
P925,23.0,0.0,0.0,3.0,26.0
K519,6.0,2.0,4.0,14.0,26.0
M890,8.0,0.0,13.0,5.0,26.0
C788,2.0,0.0,0.0,24.0,26.0
S409,4.0,19.0,1.0,2.0,26.0
M06,4.0,0.0,5.0,17.0,26.0
S003,13.0,6.0,1.0,6.0,26.0
G438,7.0,2.0,1.0,15.0,25.0
S327,6.0,5.0,14.0,0.0,25.0
M79,3.0,0.0,20.0,2.0,25.0
D806,1.0,1.0,0.0,23.0,25.0
K460,21.0,2.0,2.0,0.0,25.0
M052,4.0,2.0,2.0,17.0,25.0
K768,15.0,3.0,4.0,3.0,25.0
V180,19.0,3.0,1.0,2.0,25.0
L819,24.0,1.0,0.0,0.0,25.0
S311,0.0,6.0,8.0,11.0,25.0
K46,6.0,0.0,17.0,2.0,25.0
M248,8.0,0.0,17.0,0.0,25.0
H350,20.0,2.0,0.0,3.0,25.0
C184,15.0,2.0,0.0,8.0,25.0
Z459,3.0,8.0,5.0,9.0,25.0
B343,3.0,8.0,1.0,13.0,25.0
B09,0.0,1.0,3.0,21.0,25.0
D091,0.0,0.0,25.0,0.0,25.0
M939,2.0,3.0,7.0,13.0,25.0
X840,17.0,2.0,0.0,6.0,25.0
F910,0.0,3.0,22.0,0.0,25.0
Q688,0.0,0.0,4.0,21.0,25.0
X999,10.0,12.0,3.0,0.0,25.0
K571,16.0,4.0,3.0,2.0,25.0
M993,0.0,2.0,23.0,0.0,25.0
X659,5.0,0.0,0.0,20.0,25.0
V440,12.0,13.0,0.0,0.0,25.0
J329,20.0,0.0,2.0,3.0,25.0
N750,19.0,2.0,2.0,2.0,25.0
S365,0.0,2.0,0.0,23.0,25.0
W189,10.0,7.0,8.0,0.0,25.0
T300,12.0,11.0,0.0,2.0,25.0
B360,18.0,4.0,1.0,2.0,25.0
I890,11.0,1.0,8.0,5.0,25.0
S141,2.0,8.0,15.0,0.0,25.0
T671,18.0,3.0,0.0,4.0,25.0
J969,5.0,3.0,6.0,11.0,25.0
H500,5.0,0.0,1.0,19.0,25.0
K701,20.0,1.0,0.0,4.0,25.0
B308,15.0,3.0,0.0,6.0,24.0
D260,24.0,0.0,0.0,0.0,24.0
I880,15.0,0.0,9.0,0.0,24.0
Z027,0.0,0.0,23.0,1.0,24.0
C342,8.0,12.0,0.0,4.0,24.0
Q360,3.0,21.0,0.0,0.0,24.0
L219,22.0,0.0,0.0,2.0,24.0
T96,24.0,0.0,0.0,0.0,24.0
H101,5.0,3.0,3.0,13.0,24.0
I850,23.0,0.0,0.0,1.0,24.0
Q665,1.0,13.0,7.0,3.0,24.0
R942,24.0,0.0,0.0,0.0,24.0
O829,18.0,0.0,2.0,4.0,24.0
C830,5.0,2.0,15.0,2.0,24.0
S127,3.0,12.0,9.0,0.0,24.0
G619,12.0,3.0,9.0,0.0,24.0
R220,7.0,6.0,6.0,5.0,24.0
M842,14.0,1.0,9.0,0.0,24.0
C493,20.0,3.0,0.0,1.0,24.0
S335,12.0,4.0,7.0,1.0,24.0
S299,17.0,3.0,3.0,1.0,24.0
Q150,11.0,1.0,0.0,12.0,24.0
K74,8.0,0.0,10.0,6.0,24.0
Z133,14.0,0.0,0.0,10.0,24.0
D62,0.0,2.0,18.0,4.0,24.0
Z370,7.0,0.0,0.0,17.0,24.0
S942,2.0,0.0,0.0,22.0,24.0
J15,3.0,0.0,20.0,1.0,24.0
C969,0.0,7.0,16.0,1.0,24.0
Q61,16.0,0.0,4.0,4.0,24.0
F019,21.0,1.0,0.0,2.0,24.0
H90,6.0,1.0,2.0,15.0,24.0
G500,11.0,1.0,3.0,9.0,24.0
B977,15.0,0.0,4.0,5.0,24.0
C268,10.0,5.0,2.0,7.0,24.0
M651,10.0,11.0,3.0,0.0,24.0
I608,18.0,0.0,6.0,0.0,24.0
R15,4.0,3.0,1.0,16.0,24.0
F510,11.0,1.0,7.0,5.0,24.0
Z202,9.0,10.0,1.0,4.0,24.0
T111,15.0,1.0,2.0,6.0,24.0
O223,5.0,6.0,4.0,9.0,24.0
V292,11.0,0.0,13.0,0.0,24.0
G938,6.0,4.0,12.0,2.0,24.0
Z981,3.0,1.0,6.0,14.0,24.0
H118,20.0,2.0,2.0,0.0,24.0
M729,7.0,8.0,6.0,3.0,24.0
V435,14.0,4.0,0.0,6.0,24.0
G588,2.0,0.0,10.0,12.0,24.0
G636,7.0,0.0,14.0,3.0,24.0
G547,0.0,0.0,24.0,0.0,24.0
H65,5.0,0.0,19.0,0.0,24.0
M715,10.0,0.0,9.0,5.0,24.0
W579,8.0,3.0,2.0,11.0,24.0
N751,10.0,4.0,3.0,7.0,24.0
H608,15.0,6.0,0.0,3.0,24.0
C531,2.0,0.0,12.0,9.0,23.0
S051,4.0,6.0,5.0,8.0,23.0
O820,17.0,0.0,3.0,3.0,23.0
K740,3.0,2.0,1.0,17.0,23.0
A488,0.0,0.0,0.0,23.0,23.0
R278,0.0,13.0,0.0,10.0,23.0
